Stretch Ratio (-),Stress (Pa)
0.3,734.2804120607915
0.302,750.5779974201006
0.304,767.2230383967318
0.306,784.2226341365191
0.308,801.5840190977578
0.31,819.3145653680716
0.312,837.4217850111257
0.314,855.9133324436573
0.316,874.7970068426557
0.318,894.080754583128
0.32,913.7726717059116
0.322,933.8810064163068
0.324,954.4141616128611
0.326,975.3806974470042
0.328,996.7893339129004
0.33,1018.6489534678182
0.332,1040.9686036833984
0.334,1063.7574999267501
0.336,1087.0250280722958
0.338,1110.7807472437491
0.34,1135.0343925864547
0.342,1159.7958780696288
0.344,1185.075299318532
0.346,1210.8829364765788
0.348,1237.2292570970505
0.35,1264.1249190638414
0.352,1291.5807735420392
0.354,1319.6078679566833
0.356,1348.2174490010007
0.358,1377.4209656721753
0.36,1407.230072335969
0.362,1437.6566318184327
0.364,1468.7127185253294
0.366,1500.4106215883814
0.368,1532.7628480380133
0.37,1565.7821260022026
0.372,1599.4814079310474
0.374,1633.873873846014
0.376,1668.9729346142763
0.378,1704.7922352464882
0.38,1741.3456582182318
0.382,1778.647326814179
0.384,1816.711608494158
0.386,1855.5531182804677
0.388,1895.1867221662242
0.39,1935.6275405430142
0.392,1976.8909516478402
0.394,2018.9925950286138
0.396,2061.948375025586
0.398,2105.7744642713574
0.4,2150.4873072037467
0.402,2196.103623595423
0.404,2242.6404120950688
0.406,2290.1149537820743
0.408,2338.544815732005
0.41,2387.947854591559
0.412,2438.3422201634576
0.414,2489.7463589980557
0.416,2542.179017991519
0.418,2595.6592479896
0.42,2650.206407393507
0.422,2705.840165770109
0.424,2762.5805074613495
0.426,2820.447735193746
0.428,2879.4624736851274
0.43,2939.645673248567
0.432,3001.018613389882
0.434,3063.602906398807
0.436,3127.42050093131
0.438,3192.493685581236
0.44,3258.8450924404087
0.442,3326.4977006439726
0.444,3395.474839900507
0.446,3465.8001940041845
0.448,3537.4978043276606
0.45,3610.5920732927334
0.452,3685.107767818499
0.454,3761.070022742713
0.456,3838.504344217136
0.458,3917.4366130720655
0.46,3997.893088149318
0.462,4079.9004096022545
0.464,4163.4856021587775
0.466,4248.6760783464715
0.468,4335.499641678355
0.47,4423.9844897947805
0.472,4514.159217561452
0.474,4606.052820120434
0.476,4699.694695891721
0.478,4795.114649523904
0.48,4892.342894790557
0.482,4991.410057431945
0.484,5092.3471779368765
0.486,5195.185714265864
0.488,5299.957544510724
0.49,5406.694969490615
0.492,5515.430715279722
0.494,5626.197935667054
0.496,5739.030214544289
0.498,5853.961568221346
0.5,5971.026447665275
0.502,6090.259740662853
